Species,Black_proportion,Orange_proportion,Ratio_orange/black
guepe,86.10777415479662,0.0,0.0
frelon,76.16592938326673,0.5051437518001285,0.6632148467042877
frelon,75.54827684420394,0.07974935915693535,0.1055607917059378
guepe,87.45394981579928,0.0,0.0
guepe,90.27116108464432,0.0,0.0
frelon,55.273966120942546,0.0,0.0
guepe,82.29616492724767,0.0006592870469873879,0.0008011151522919906
frelon,78.33058069630705,0.3567417586047433,0.4554310148521114
guepe,85.84602690145665,0.0,0.0
frelon,77.83728986300774,0.7226381442348873,0.9283958183882268
frelon,72.27108299473677,0.2605907867441581,0.36057407187759455
frelon,77.45385400241165,0.3060940543548836,0.395195382201837
frelon,59.56186405240905,0.5645123821028667,0.947774874215063
frelon,67.24597127638056,0.911941204234374,1.3561276414408543
frelon,67.04802126340782,0.0,0.0
frelon,34.23180963104343,0.0,0.0
frelon,63.28664325486374,0.0,0.0
frelon,80.68293787870208,0.11438926326519055,0.14177627423181122
guepe,76.10361516462565,0.0,0.0
frelon,71.41644704516014,0.34216286237548577,0.4791093319989992
frelon,80.70808510638298,0.003404255319148937,0.004217985490129915
frelon,66.16350364963503,0.0,0.0
frelon,78.64499288087327,0.023730422401518743,0.030174104583446486
frelon,84.72062239175179,0.0,0.0
frelon,72.51266124694253,0.4912259334815131,0.6774347059317527
frelon,77.03030703008704,0.1187935851464021,0.15421668396051294
guepe,77.64422895663517,0.0,0.0
guepe,87.61721050173607,0.0,0.0
guepe,72.24347380719922,0.0,0.0
guepe,91.00236400945604,0.0,0.0
frelon,10.888482306216254,0.0,0.0
frelon,75.33999956618875,0.0,0.0
guepe,83.34658046147459,0.0,0.0
frelon,87.12181172926188,0.015319018561544157,0.017583448114175188
frelon,76.81794845466679,0.002053598932128556,0.002673332174889391
guepe,82.206194227873,0.0,0.0
frelon,76.59567358032392,0.7073317441575512,0.9234617454154124
frelon,91.7171581769437,0.0,0.0
frelon,74.97508814962441,0.2797792426797486,0.37316293929712463
frelon,73.44952086652309,0.5195616148839592,0.7073723677900335
guepe,86.33596418087744,0.0,0.0
guepe,87.56383131403385,0.0,0.0
frelon,89.7018361502611,0.03930596889213319,0.043818466353677615
guepe,85.82560014769524,0.0,0.0
